Name,Location,Tagline,Category,Website,Founded,Description
Web Works,Lahore  Pakistan,Managed E-Commerce services. From developing websites to online marketing.,E-Commerce,http://webworks.pk,1st September  2015 ,Web Development  Web Design  UI/UX  SEO  SEM  SMM  Online Marketing
WebDealer Solutions,Toronto  ON Canada,Maximize web sales.,Services  Software  Customer Enagagement. Lead Generation.,http://www.webdealersolutions.com,25th June  2015 ,We help business owners maximize lead generation from the traffic on their website by providing customer engagement via multiple tools. 
Well.pk,Karachi  Pakistan,Well.pk is an online shopping store in Pakistan  delivering products for the well-being of your complete household at your doorstep.,Health,http://well.pk,Not Provided. ,No Description
Whinstone,Islamabad  Pakistan,The company develops ERP systems and is currently working on developing a travelers portal.,Software,http://www.whinstonesol.com,1st January  2016 ,Whinstone has developed it's flagship ERP system called the BeeDesk which is in its finalization stages. The software is in use by a few multinational names in Pakistan already. The company is currently preparing and gathering funds for its next product  a tourists haven  which targets in easing traveling for all.
Whisper O,Karachi  Pakistan,Turn your moments into everlasting memories that you may cherish forever. Download the Whisper O app and start preserving your moments now!,Social Networking,http://www.whispero.io,2015,Turn your moments into everlasting memories that you may cherish forever. Download the Whisper O app and start preserving your moments now!
Wifigen,Lahore  Pakistan,Your most effective marketing channel,Analytics  Marketing Automation,http://wifigen.xyz,2014,Wifigen is a wifi connectivity interface connecting you directly with your customers via social media.
WithEase,Gujrat Pakistan,Company is working IoT (internet of thing) based system that monitor and control home with a mobile application and web.,Software,http://witheasepk.com,1st February  2016 ,We design an IoT (internet of thing) based system that monitor and control home with a mobile application and web application based on SmartKit A system uses Wi-fi technology as a Communication protocol to connect Smart Kit with internet. A home automation system consist of two main components  the first is Mobile and web application that can give commands to units that one wishes to control and a second part is SmartKit that has an appropriate interface to appliances of a home automation system.
WizPaisa,Lahore   Pakistan,wizpaisa is a Pakistani FinTech startup   where you can send and receive money with in few clicks. ,FinTech,https://wizpaisa.com/,7th January  2017 ,WizPaisa.com is first Pakistan E-Wallet website where you can send   receive money from your family & friends with in few clicks. They are also providing online payment gateway for e-commerce sites and offline payment gateway for Local Stores. They are based in Lahore   Pakistan.
Wonder Tree,Karachi  Pakistan,We develop interactive games for children with special needs  these games make education and therapy pleasant and effective.,Software  Education  Games,https://wondertree.co/,2015,WonderTree develops interactive  augmented reality-based games for children with special needs. Our games use the concept of augmented reality. The child interacts with the games using movements and gestures. The games provide an interactive world to the child  which boost the childâ€™s attention span  motivation  alongside improving and developing specific skills by specific games.
WPJIT,Karachi Pakistan,WPJIT is WordPress & Woo commerce full digital agency as well as startup consultancy firm. Currently incubated at TheNestIO. ,Consulting    Software as service,http://wpjit.com,1st August  2015 ,We provide web application development and startup business consultancy and help them build launch and maintain the product.
WQsoftwares,Peshawar,Cloud based solution  Products  Online shops ERPs & hybrid apps,Consultancy  Services,http://www.wqsoftwares.com,18th December  2012 ,Providing high tech solutions in latest technologies including ERPs online shops hybrid apps
Wrapkar,Karachi  Pakistan,Wrapkar is an advertising startup that connects drivers and brands to advertise on vehicles. ,Advertising  OOH  Outdoor Advertising  Data and Analytics Vehicle Advertising,http://www.wrapkar.com,1st August  2016 ,Wrapkar is an advertising platform that pay everyday commute drivers to advertise on their cars.
Wukla,Karachi  Pakistan,Platform for automated legal services,Web,http://www.wukla.com,2016,Platform for automated professional services.
Hall Road,Lahore  Pakistan,Providing electronics components at your door step.,Hardware  E-Commerce,http://www.hallroad.org,1st January  2013 ,Providing Electronics Components at your door step
Pehnji,Z43/44 first floor darul aman society block 7/8 near hill park sharah e faisal Karachi  Pakistan,Online shopping from the Pakistan's best market/manufacturers of electronics  computers apparel & accessories  shoes jewelry tools houseware,E-Commerce,http://www.pehnji.com,16th February  2016 ,pehjni has bigger objective beside becoming Pakistan's biggest online market it is all about promoting Local Manufacturers   Entrepreneurs  Innovators and ideas of Pakistan 
Sell Your Mobile,Islamabad  Pakistan,Easiest way to Sell / Buy used mobile phones.,Cell Phones Smart Phones,www.sellyourmobile.pk,30th May  2016 ,A platform to sell or buy used cell phones  quick and easy!
XGear,Johar Town  Lahore,XGear offers a complete fleet management solution for enterprises as well as a connected-car platform for the everyday driver,Software and Hardware,http://xgear.io/,14th March  2014 ,The XGear gadget plugs into a carâ€™s on-board diagnostics port under the steering wheel and transmits useful data wirelessly to your account.
Yayvo.com,Karachi  Pakistan,Yayvo.com is Pakistanâ€˜s fastest growing eCommerce store  backed by TCS Express & Logistics.,E-Commerce,http://yayvo.com/,15th April  2016 ,Yayvo.com is an ecommerce company founded on the principles of fast delivery and never before seen customer service. 
